name,entity,type,category
"BCPE Derby (DE) SPV (GP), LLC",institution,,uncategorized
"BCPE Derby (DE) SPV, LP",institution,,uncategorized
"BCPE Derby GP, LLC",institution,,uncategorized
"BCPE Derby Investor, LP",institution,,uncategorized
"BCPE Eagle GP, LLC",institution,,uncategorized
"BCPE Eagle Investor, LP",institution,,uncategorized
"BCPE Nucleon (DE) SPV (GP), LLC",institution,,uncategorized
"BCPE Nucleon (DE) SPV, LP",institution,,uncategorized
"BCPE Nucleon Investors (GP), LLC",institution,,uncategorized
"BCPE Nucleon Investors, LP",institution,,uncategorized
"BCPE Perception GP, LLC",institution,,uncategorized
BCPE Seminole GP II LLC,institution,,uncategorized
BCPE Seminole GP III LLC,institution,,uncategorized
BCPE Seminole GP LLC,institution,,uncategorized
BCPE Seminole Holdings II Intermediate LP,institution,,uncategorized
"BCPE Seminole Holdings III, L.P.",institution,,uncategorized
"BCPE Seminole Holdings IV, L.P.",institution,,uncategorized
BCPE Seminole Holdings LP,institution,,uncategorized
"BCPE Watson (DE) Aggregator GP, LLC",institution,,uncategorized
"BCPE Watson (DE) Aggregator, LP",institution,,uncategorized
"BCPE Watson (DE) BML GP, LLC",institution,,uncategorized
"BCPE Watson (DE) BML, LP",institution,,uncategorized
"BCR Wealth Strategies, LLC",institution,,wealth_management
"BCWM, LLC",institution,,uncategorized
BDF-GESTION,institution,,uncategorized
BDFS Capital LLC,institution,,active
BEACH INVESTMENT COUNSEL INC/PA,institution,,active
"BEACON INVESTMENT ADVISORY SERVICES, INC.",institution,,wealth_management
"BEACONLIGHT CAPITAL, LLC",institution,,active
"BEARING POINT CAPITAL, LLC",institution,,active
BEDRIJFSTAKPENSIOENFONDS VOOR DE MEDIA PNO,institution,,uncategorized
BENDER ROBERT & ASSOCIATES,institution,,active
BENJAMIN EDWARDS INC,institution,,strategic
"BENJAMIN F. EDWARDS & COMPANY, INC.",institution,,strategic
BERKLEY W R CORP,institution,,strategic
BERKSHIRE CAPITAL HOLDINGS INC,institution,,active
BESSEMER GROUP INC,institution,,venture_capital
BFI Infinity Ltd.,institution,,strategic
"BFI Wealth Solutions, LLC",institution,,wealth_management
"BFSG, LLC",institution,,uncategorized
BFT Investment Managers,institution,,active
"BG Investment Services, LLC",institution,,active
"BG Investment Services, LLC",institution,,active
BGL BNP PARIBAS S.A.,institution,,uncategorized
BH Finance LLC,institution,,uncategorized
BI Holding A/S,institution,,uncategorized
BIGLARI CAPITAL CORP.,institution,,active
"BIGLARI, SARDAR",institution,,uncategorized
"BIP Alliance, LLC",institution,,uncategorized
BIP GP LLC,institution,,uncategorized
"BIP Wealth, LLC",institution,,wealth_management
"BIRCHBROOK, INC.",institution,,strategic
"BISLETT MANAGEMENT, LLC",institution,,active
BIT Capital GmbH,institution,,active
BITTERROOT CAPITAL ADVISORS LLC,institution,,wealth_management
BLACKSTONE MANAGEMENT PARTNERS L.L.C.,institution,,private_equity
BLAIR WILLIAM & CO/IL,institution,,strategic
BLI - Banque de Luxembourg Investments,institution,,active
BLS CAPITAL FONDSMAEGLERSELSKAB A/S,institution,,active
"BLVD Private Wealth, LLC",institution,,wealth_management
BMO NESBITT BURNS INC.,institution,,strategic
"BMSS Wesson Wealth Solutions, LLC",institution,,wealth_management
BNDES Participacoes S.A.,institution,,uncategorized
BNP PARIBAS,institution,,uncategorized
BNP PARIBAS CARDIF VITA COMPAGNIA DI ASSICURAZIONE E RIASSICURAZIONE S.P.A.,institution,,uncategorized
BNP PARIBAS FINANCIAL MARKETS,institution,,uncategorized
BNP PARIBAS SECURITIES CORP,institution,,strategic
BNP Paribas (Suisse) S.A.,institution,,uncategorized
BNP Paribas Fortis,institution,,uncategorized
"BOFA SECURITIES, INC.",institution,,strategic
BOHRER NATHANIEL,institution,,uncategorized
"BOK Financial Private Wealth, Inc.",institution,,wealth_management
"BOKF, NA",institution,,uncategorized
BONNESS ENTERPRISES INC,institution,,strategic
BONTEMPO OHLY CAPITAL MGMT LLC,institution,,active
"BOOTHBAY FUND MANAGEMENT, LLC",institution,,active
BOS International Fund,institution,,uncategorized
BP PLC,institution,,uncategorized
"BPSP, L.P.",institution,,uncategorized
"BRADY FAMILY WEALTH, LLC",institution,,family_office
BRAIDWELL LP,institution,,uncategorized
BRAMSON EDWARD J,institution,,uncategorized
"BRANDYWINE MANAGERS, LLC",institution,,uncategorized
BRANDYWINE OAK PRIVATE WEALTH LLC,institution,,wealth_management
"BRC Group Holdings, Inc.",institution,,strategic
BRC-Global BAH Investments Ltd.,institution,,active
"BREAKTHRU ADVISORY SERVICES, LLC",institution,,wealth_management
BRENNAN JOHN F JR,institution,,uncategorized
"BRIDGER MANAGEMENT, LLC",institution,,active
BRIGHT VALLEY CAPITAL Ltd,institution,,active
BRIGHT VALLEY CAPITAL Ltd,institution,,active
BRIGHTON JONES LLC,institution,,uncategorized
BRISTOL JOHN W & CO INC /NY/,institution,,strategic
BROADWOOD CAPITAL INC,institution,,active
"BROADWOOD PARTNERS, L.P.",institution,,active
"BROGAN FINANCIAL, INC.",institution,,strategic
BROWN BROTHERS HARRIMAN & CO,institution,,strategic
"BROWN, LISLE/CUMMINGS, INC.",institution,,strategic
BROWNING WEST LP,institution,,uncategorized
BRUNI J V & CO /CO,institution,,strategic
BSN CAPITAL LLP,institution,,active
BSN Holdings Ltd,institution,,strategic
BSW Wealth Partners,institution,,wealth_management
BSW Wealth Partners,institution,,wealth_management
BT Funds Management (NZ) Ltd,institution,,active
BTG PACTUAL (UK) Ltd,institution,,strategic
BUFFALO BUSINESS & ESTATE SERVICES LTD,institution,,strategic
BUILDER INVESTMENT GROUP INC /ADV,institution,,wealth_management
"BURKETT FINANCIAL SERVICES, LLC",institution,,wealth_management
"BURLING WEALTH PARTNERS, LLC",institution,,wealth_management
"BURLING WEALTH PARTNERS, LLC",institution,,wealth_management
BURNEY CO/,institution,,uncategorized
"BURR FINANCIAL SERVICES, LLC",institution,,wealth_management
"BURRUS FINANCIAL SERVICES, INC.",institution,,wealth_management
"BUSH INVESTMENT GROUP, LLC",institution,,wealth_management
"BUTENSKY & COHEN FINANCIAL SECURITY, INC",institution,,strategic
BVF INC/IL,institution,,strategic
BVF PARTNERS L P/IL,institution,,active
BW Gestao de Investimentos Ltda.,institution,,strategic
"BWCP, LP",institution,,uncategorized
"BWM Planning, LLC",institution,,wealth_management
"BWM Planning, LLC",institution,,wealth_management
BXM Wealth LLC,institution,,wealth_management
"Badgley Phelps Wealth Managers, LLC",institution,,wealth_management
Baer Investment Advisory LLC,institution,,wealth_management
Baillie Gifford International LLC,institution,,uncategorized
"Bain Capital Credit, LP",institution,,private_equity
"Bain Capital Fund XI, L.P.",institution,,private_equity
"Bain Capital Fund XII, LP",institution,,private_equity
Bain Capital Investors LLC,institution,,private_equity
"Bain Capital Life Sciences Fund II, L.P.",institution,,private_equity
"Bain Capital Life Sciences Fund III, L.P.",institution,,private_equity
"Bain Capital Life Sciences Fund IV, L.P.",institution,,private_equity
"Bain Capital Life Sciences Fund, L.P.",institution,,private_equity
"Bain Capital Life Sciences III General Partner, LLC",institution,,private_equity
"Bain Capital Life Sciences IV General Partner, LLC",institution,,private_equity
"Bain Capital Life Sciences Investors II, LLC",institution,,private_equity
"Bain Capital Life Sciences Investors, LLC",institution,,private_equity
"Bain Capital Life Sciences Opportunities III GP, LLC",institution,,private_equity
"Bain Capital Life Sciences Opportunities III, LP",institution,,private_equity
"Bain Capital Life Sciences Opportunities IV GP, LLC",institution,,private_equity
"Bain Capital Life Sciences Opportunities IV, L.P.",institution,,private_equity
"Bain Capital Life Sciences Partners, LP",institution,,private_equity
"Bain Capital Prairie Holdings (GP), LLC",institution,,private_equity
"Bain Capital Prairie Holdings, LP",institution,,private_equity
"Bain Capital Prairie, LLC",institution,,private_equity
"Bain Capital Public Equity Management II, LLC",institution,,private_equity
"Bain Capital Public Equity, LP",institution,,private_equity
"Bain Capital Venture Coinvestment Fund II, L.P.",institution,,venture_capital
"Bain Capital Venture Coinvestment II Investors, LLC",institution,,venture_capital
"Bain Capital Venture Fund 2016, L.P.",institution,,venture_capital
"Bain Capital Venture Fund 2019, L.P.",institution,,venture_capital
"Bain Capital Venture Investors 2019, LLC",institution,,venture_capital
"Bain Capital Venture Partners 2016, L.P.",institution,,venture_capital
"Bain Charger Holdings, L.P.",institution,,uncategorized
Bakala Capital LLC,institution,,active
Baker Chad R,institution,,uncategorized
"Balance Wealth, LLC",institution,,wealth_management
Balboa Wealth Partners,institution,,wealth_management
"Baldwin Investment Management, LLC",institution,,active
"Balefire, LLC",institution,,uncategorized
Balentine LLC,institution,,uncategorized
Ballast Rock Private Wealth LLC,institution,,wealth_management
"Ballast, Inc.",institution,,strategic
"Ballentine Partners, LLC",institution,,active
Banco BTG Pactual S.A.,institution,,uncategorized
Banco Santander International,institution,,uncategorized
Banco Santander International SA,institution,,uncategorized
"Banco Santander Mexico S.A., Institucion de Banca Multiple, Grupo Financiero Santander Mexico",institution,,uncategorized
"Banco Santander, S.A.",institution,,uncategorized
"Banco de Sabadell, S.A",institution,,uncategorized
Bandera Partners LLC,institution,,active
Banque Cantonale Vaudoise,institution,,uncategorized
Banque J. Safra Sarasin (Luxembourg) SA,institution,,uncategorized
Banque J.Safra Sarasin (Monaco) SA,institution,,uncategorized
Banque Piguet Galland & Cie SA,institution,,uncategorized
Banque Transatlantique Belgium,institution,,uncategorized
Banque Transatlantique Luxembourg,institution,,uncategorized
Banque Transatlantique SA,institution,,uncategorized
Banque de Luxembourg S.A.,institution,,uncategorized
Barbara Oil Co.,institution,,uncategorized
"Bard Financial Services, Inc.",institution,,wealth_management
"Bare Financial Services, Inc",institution,,wealth_management
Baring Financial LLC,institution,,uncategorized
Baring Fintech Fund III (GP) LP,institution,,uncategorized
Baring Fintech Fund III Managers Ltd,institution,,strategic
Baring Fintech Manager Holding Ltd,institution,,strategic
Baring Fintech Nexus Ltd,institution,,strategic
Baring SICE (Taiwan) LTD,institution,,strategic
"Barnett & Company, Inc.",institution,,strategic
Barta Jan,institution,,uncategorized
Bartley Investments Pte. Ltd.,institution,,active
"Barwick & Partners, Inc.",institution,,active
Basepoint Wealth LLC,institution,,wealth_management
Baskin Financial Services Inc.,institution,,wealth_management
Bass Edward P,institution,,uncategorized
Bass Timothy R,institution,,uncategorized
Bator Thomas E.,institution,,uncategorized
"Baugh & Associates, LLC",institution,,active
"Bauman Advisory Group, LLC",institution,,wealth_management
Baxter Credit Union,institution,,uncategorized
Bay Rivers Group,institution,,uncategorized
Bayforest Capital Ltd,institution,,active
Bayfront Investments Pte. Ltd.,institution,,active
Bayhunt Capital LLC,institution,,active
Baypointe Partners LLC,institution,,active
"Beacon Bridge Wealth Partners, LLC",institution,,wealth_management
Beacon Financial Advisory LLC,institution,,wealth_management
Beacon Financial Strategies CORP,institution,,strategic
Beacon Wealthcare LLC,institution,,wealth_management
"Bear Mountain Capital, Inc.",institution,,active
"Beck Bode, LLC",institution,,uncategorized
"Beckerman Institutional, LLC",institution,,uncategorized
"Bedel Financial Consulting, Inc.",institution,,strategic
"Bedell Frazier Investment Counselling, LLC",institution,,active
"Bedminster, LLC",institution,,uncategorized
"Beirne Wealth Consulting Services, LLC",institution,,wealth_management
Belfer Management LLC,institution,,active
Bellevue Group AG,institution,,uncategorized
"Belmont Capital, LLC",institution,,active
"Belmont Capital, LLC",institution,,active
Belvedere Trading LLC,institution,,uncategorized
"Benchmark Financial, LLC",institution,,venture_capital
Benefit Street Partners LLC,institution,,active
"Bensler, LLC",institution,,uncategorized
"Berkeley, Inc",institution,,strategic
Berkshire Hathaway Homestate Insurance Co.,institution,,pension_insurance
Berkshire Hathaway Inc,institution,,strategic
Berkshire Hathaway Life Insurance Co of Nebraska,institution,,pension_insurance
"Berkshire Money Management, Inc.",institution,,active
Berkshire Partners Holdings LLC,institution,,active
Berkshire Partners LLC,institution,,active
Berman McAleer LLC,institution,,uncategorized
"Berry Wealth Group, LP",institution,,wealth_management
"Beta Wealth Group, Inc.",institution,,wealth_management
"Better Money Decisions, LLC",institution,,uncategorized
"BetterWealth, LLC",institution,,wealth_management
Betterment LLC,institution,,uncategorized
Bey-Douglas LLC,institution,,uncategorized
"Bill Few Associates, Inc.",institution,,strategic
"Biltmore Family Office, LLC",institution,,family_office
Binnacle Investments Inc,institution,,active
Binnacle Investments Inc,institution,,active
Birchtree Fund Investments Private Ltd,institution,,active
"Birchview Capital, LP",institution,,active
"Birchwood Financial Partners, Inc.",institution,,active
"Bison Wealth, LLC",institution,,wealth_management
"Bison Wealth, LLC",institution,,wealth_management
Bitfury Group Ltd,institution,,strategic
Bitfury Top HoldCo B.V.,institution,,uncategorized
"Black Diamond Financial, LLC",institution,,uncategorized
"Black Diamond Financial, LLC/NJ",institution,,uncategorized
Blacksheep Fund Management Ltd,institution,,active
"Blackston Financial Advisory Group, LLC",institution,,wealth_management
"Blackston Financial Advisory Group, LLC",institution,,wealth_management
Blackstone Alternative Solutions L.L.C.,institution,,private_equity
Blackstone Alternative Solutions L.L.C.,institution,,private_equity
Blackstone Inc.,institution,,private_equity
"Blankinship & Foster, LLC",institution,,uncategorized
Blantyre Capital Ltd,institution,,active
Bleichroeder LP,institution,,uncategorized
"Blind Man Capital, LLC",institution,,active
BloombergSen Inc.,institution,,strategic
"Blue Capital, Inc.",institution,,active
"Blue Chip Partners, LLC",institution,,active
"Blue Edge Capital, LLC",institution,,active
"Blue Fin Capital, Inc.",institution,,active
"Blue Investment Opportunities, LLC - Project Breeze Series 1",institution,,active
Blue Investment Partners LLC,institution,,active
"Blue Line Capital, LLC / IL",institution,,active
"Blue Oak Capital, LLC",institution,,active
Blue Owl Capital Holdings LP,institution,,active
Blue Pool Management Ltd.,institution,,active
"Blue Sky Capital Consultants Group, Inc.",institution,,active
"Blue Sparrow, LLC /DE",institution,,uncategorized
"Blue Trust, Inc.",institution,,endowment_foundation
Blue Whale Capital LLP,institution,,active
BluePrint Investing LLC,institution,,uncategorized
"BlueSpruce Investments, LP",institution,,active
"BlueStem Wealth Partners, LLC",institution,,wealth_management
Blueprint Investment Partners LLC,institution,,active
Bluescape Energy Partners LLC,institution,,active
Bluescape Resources GP Holdings LLC,institution,,uncategorized
Board of Trustees of The Leland Stanford Junior University,institution,,endowment_foundation
